source_img,top_x,top_y,bottom_x,bottom_y,img_width,img_height
car_image_0.jpeg,0.722084367245657,0.5879828326180251,0.8684863523573201,0.688841201716738,806,466
car_image_1.jpeg,0.16194331983805602,0.850779510022271,0.582995951417004,1,494,449
car_image_2.jpeg,0.082,0.697452229299363,0.23,0.8280254777070061,500,314
car_image_3.jpeg,0.434,0.667377398720682,0.718,0.7654584221748401,500,469
car_image_4.jpeg,0.20879120879120802,0.39076376554174,0.865134865134865,0.9840142095914741,1001,563
car_image_5.jpeg,0.254807692307692,0.649651972157772,0.627403846153846,0.7772621809744781,416,431
car_image_6.jpeg,0.411978221415607,0.529670329670329,0.8058076225045371,0.6923076923076921,551,455
car_image_7.jpeg,0.48545454545454503,0.461824953445065,0.72,0.595903165735568,550,537
car_image_8.jpeg,0.410757946210268,0.453714285714285,0.5688671556642211,0.516571428571428,1569,1119
car_image_9.jpeg,0.41320293398533003,0.397101449275362,0.58679706601467,0.623188405797101,1632,918
car_image_10.jpeg,0.311526479750778,0.34500000000000003,0.657320872274143,0.5475,642,400
car_image_11.jpeg,0.33984375,0.49154746423927104,0.4873046875,0.5682704811443431,1024,769
car_image_12.jpeg,0.3359375,0.427586206896551,0.6828124999999999,0.549425287356321,640,435
car_image_13.jpeg,0.18,0.41573033707865104,0.44363636363636305,0.6292134831460671,550,534
car_image_14.jpeg,0.302,0.388679245283018,0.72,0.70188679245283,500,265
car_image_15.jpeg,0.35400516795865605,0.5358255451713391,0.667958656330749,0.671339563862928,774,642
car_image_16.jpeg,0.37971391417425204,0.6187050359712231,0.635890767230169,0.7673860911270981,769,417
car_image_17.jpeg,0.128205128205128,0.590163934426229,0.39957264957264904,0.7650273224043711,468,366
car_image_18.jpeg,0.678861788617886,0.486005089058524,0.8800813008130081,0.595419847328244,492,393
car_image_19.jpeg,0.285092491838955,0.35714285714285704,0.80739934711643,0.7387218045112781,919,532
car_image_20.jpeg,0.31489361702127605,0.474666666666666,0.75531914893617,0.7333333333333331,470,375
car_image_21.jpeg,0.34039900249376503,0.004878048780487,0.6371571072319201,0.10731707317073101,802,615
car_image_22.jpeg,0.32552083333333304,0.49414062500000006,0.634114583333333,0.5703125,768,1024
car_image_23.jpeg,0.375,0.4130859375,0.7447916666666661,0.484375,768,1024
car_image_24.jpeg,0.27,0.548476454293628,0.718333333333333,0.7700831024930741,600,361
car_image_25.jpeg,0.453525641025641,0.39555555555555505,0.693910256410256,0.49111111111111105,624,450
car_image_26.jpeg,0.305,0.450617283950617,0.761666666666666,0.6584362139917691,600,486
car_image_27.jpeg,0.098,0.46365914786967405,0.494,0.7368421052631571,500,399
car_image_28.jpeg,0.11165444172779102,0.082608695652173,0.9119804400977991,0.41159420289855003,2656,1494
car_image_29.jpeg,0.07579462102689401,0.047008547008547,0.93480032599837,0.368945868945868,1600,916
car_image_30.jpeg,0.18826405867970603,0.21375186846038802,0.9543602281988591,0.8310911808669651,1512,825
car_image_31.jpeg,0.45,0.49288256227758004,0.5680000000000001,0.6334519572953731,1000,562
car_image_32.jpeg,0.185245901639344,0.49072164948453606,0.460655737704918,0.647422680412371,610,485
car_image_33.jpeg,0.063013698630136,0.6198934280639431,0.358904109589041,0.740674955595026,730,563
car_image_34.jpeg,0.318663406682966,0.391411042944785,0.668296658516707,0.548466257668711,3720,2472
car_image_35.jpeg,0.37058823529411705,0.386196769456681,0.64,0.47283406754772306,850,681
car_image_36.jpeg,0.303125,0.41250000000000003,0.609375,0.579166666666666,320,240
car_image_37.jpeg,0.401315789473684,0.43548387096774105,0.631578947368421,0.6854838709677411,304,248
car_image_38.jpeg,0.48655256723716306,0.528985507246376,0.5590872045639771,0.571014492753623,1632,918
car_image_39.jpeg,0.026666666666666002,0.36,0.996666666666666,0.746666666666666,300,225
car_image_40.jpeg,0.22142857142857103,0.39270386266094404,0.45,0.551502145922746,700,466
car_image_41.jpeg,0.299227799227799,0.493449781659388,0.654440154440154,0.6506550218340611,518,458
car_image_42.jpeg,0.052000000000000005,0.6405867970660141,0.328,0.80440097799511,500,409
car_image_43.jpeg,0.052000000000000005,0.062256809338521006,0.97,0.9922178988326841,500,257
car_image_44.jpeg,0.49666666666666603,0.58,0.7391666666666661,0.6625,1200,800
car_image_45.jpeg,0.685185185185185,0.44591029023746703,0.8989898989898991,0.564643799472295,594,379
car_image_46.jpeg,0.3078231292517,0.5861344537815121,0.644557823129251,0.7373949579831931,588,476
car_image_47.jpeg,0.3876953125,0.6173020527859231,0.583984375,0.708211143695014,1024,682
car_image_48.jpeg,0.24449877750611201,0.34359605911330005,0.8793806030969841,0.626847290640394,1280,847
car_image_49.jpeg,0.33724340175953005,0.5326086956521741,0.607038123167155,0.654891304347826,341,368
car_image_50.jpeg,0.46041666666666603,0.5515625,0.6937500000000001,0.61640625,960,1280
car_image_51.jpeg,0.6101973684210521,0.6688741721854301,0.8223684210526311,0.864238410596026,608,302
car_image_52.jpeg,0.104477611940298,0.669724770642201,0.417910447761194,0.793577981651376,469,436
car_image_53.jpeg,0.52,0.56115107913669,0.8875000000000001,0.7014388489208631,400,278
car_image_54.jpeg,0.26,0.612299465240641,0.7025,0.7700534759358281,400,374
car_image_55.jpeg,0.562,0.6988847583643121,0.886,0.8810408921933081,500,269
car_image_56.jpeg,0.373046875,0.485330073349633,0.509765625,0.540342298288508,1024,818
car_image_57.jpeg,0.201360544217687,0.34404536862003704,0.39047619047619003,0.44234404536862004,735,529
car_image_58.jpeg,0.168190127970749,0.46520146520146505,0.5502742230347341,0.673992673992674,547,546
car_image_59.jpeg,0.294,0.5625,0.714,0.7788461538461531,500,416
car_image_60.jpeg,0.31621841890790503,0.530434782608695,0.46128769356153204,0.6173913043478261,2432,1368
car_image_61.jpeg,0.29710144927536203,0.48379629629629606,0.702898550724637,0.6041666666666661,414,432
car_image_62.jpeg,0.012,0.040816326530612006,0.99,1,500,245
car_image_63.jpeg,0.10510510510510501,0.39,0.576576576576576,0.544,333,500
car_image_64.jpeg,0.20327868852459002,0.48175182481751805,0.573770491803278,0.6934306569343061,305,274
car_image_65.jpeg,0.076,0.134078212290502,0.996,0.9329608938547481,250,179
car_image_66.jpeg,0.18489065606361801,0.300683371298405,0.7196819085487071,0.6469248291571751,503,439
car_image_67.jpeg,0.080524344569288,0.5934718100890201,0.213483146067415,0.786350148367952,534,337
car_image_68.jpeg,0.12364130434782601,0.612836438923395,0.286684782608695,0.7122153209109731,736,483
car_image_69.jpeg,0.311715481171548,0.5164556962025311,0.6799163179916311,0.660759493670886,478,395
car_image_70.jpeg,0.36547085201793705,0.75886524822695,0.683856502242152,0.9255319148936171,446,282
car_image_71.jpeg,0.28200000000000003,0.7106017191977071,0.686,0.8939828080229221,500,349
car_image_72.jpeg,0.276,0.30952380952380903,0.762,0.738095238095238,500,252
car_image_73.jpeg,0.24769230769230702,0.420689655172413,0.453846153846153,0.5287356321839081,650,435
car_image_74.jpeg,0.318,0.438172043010752,0.686,0.60752688172043,500,372
car_image_75.jpeg,0.688333333333333,0.42729970326409406,0.866666666666666,0.5519287833827891,600,337
car_image_76.jpeg,0.29,0.5291005291005291,0.65,0.6613756613756611,500,378
car_image_77.jpeg,0.488673139158576,0.35598705501618105,0.891046386192017,0.7831715210355981,927,309
car_image_78.jpeg,0.34070796460176905,0.507299270072992,0.65929203539823,0.7080291970802921,452,274
car_image_79.jpeg,0.5458984375,0.595052083333333,0.828125,0.704427083333333,1024,768
car_image_80.jpeg,0.14606741573033702,0.395415472779369,0.7977528089887641,0.716332378223495,445,349
car_image_81.jpeg,0.6979166666666661,0.6354166666666661,0.9833333333333331,0.7645833333333331,480,480
car_image_82.jpeg,0.22117647058823503,0.162068965517241,0.8470588235294111,0.7655172413793101,425,290
car_image_83.jpeg,0.4,0.469750889679715,0.6880000000000001,0.637010676156583,500,281
car_image_84.jpeg,0.27762803234501304,0.527777777777777,0.6954177897574121,0.696969696969697,371,396
car_image_85.jpeg,0.292,0.5120350109409191,0.728,0.693654266958424,500,457
car_image_86.jpeg,0.453514739229024,0.5096418732782371,0.816326530612244,0.724517906336088,441,363
car_image_87.jpeg,0.4360228198859,0.5427872860635691,0.599837000814995,0.618581907090464,1800,1200
car_image_88.jpeg,0.5615321923390381,0.47555012224938803,0.792176039119804,0.6210268948655251,1800,1200
car_image_89.jpeg,0.37000814995925,0.469565217391304,0.69682151589242,0.572826086956521,2285,1714
car_image_90.jpeg,0.6796536796536791,0.358620689655172,0.8311688311688311,0.510344827586206,462,290
car_image_91.jpeg,0.606,0.512455516014234,0.782,0.629893238434163,1000,562
car_image_92.jpeg,0.34240362811791303,0.784922394678492,0.6870748299319721,0.9445676274944561,441,451
car_image_93.jpeg,0.15384615384615302,0.6147540983606551,0.45358090185676303,0.844262295081967,377,244
car_image_94.jpeg,0.397297297297297,0.43265306122448904,0.612162162162162,0.538775510204081,740,490
car_image_95.jpeg,0.314911366006256,0.437956204379562,0.699687174139728,0.556830031282586,959,959
car_image_96.jpeg,0.35000000000000003,0.551428571428571,0.663333333333333,0.765714285714285,900,350
car_image_97.jpeg,0.35142857142857103,0.596938775510204,0.631428571428571,0.8673469387755101,350,196
car_image_98.jpeg,0.10483870967741901,0.361581920903954,0.8629032258064511,0.8361581920903951,248,177
car_image_99.jpeg,0.202,0.40206185567010305,0.516,0.6563573883161511,500,291
car_image_100.jpeg,0.11693548387096701,0.29943502824858703,0.919354838709677,0.915254237288135,248,177
car_image_101.jpeg,0.08467741935483801,0.31638418079096003,0.915322580645161,0.8700564971751411,248,177
car_image_102.jpeg,0.256,0.26241134751773004,0.722,0.716312056737588,500,282
car_image_103.jpeg,0.115729421352893,0.09825327510917001,0.9038304808475951,0.37008733624454104,2592,1936
car_image_104.jpeg,0.477272727272727,0.5714285714285711,0.6954545454545451,0.6863354037267081,660,322
car_image_105.jpeg,0.016,0.190391459074733,0.9293333333333331,0.711743772241992,750,562
car_image_106.jpeg,0.348484848484848,0.425,0.49545454545454504,0.56590909090909,660,440
car_image_107.jpeg,0.111428571428571,0.17050691244239602,0.902857142857142,0.8755760368663591,350,217
car_image_108.jpeg,0.06270096463022501,0.10290237467018401,0.9115755627009641,0.8970976253298151,622,379
car_image_109.jpeg,0.08433734939759001,0.26198083067092603,0.827309236947791,0.594249201277955,498,313
car_image_110.jpeg,0.046666666666666,0.28333333333333305,0.9155555555555551,0.665,450,600
car_image_111.jpeg,0.06625,0.296666666666666,0.9287500000000001,0.5416666666666661,800,600
car_image_112.jpeg,0.044,0.133333333333333,0.998,0.965333333333333,500,375
car_image_113.jpeg,0.028070175438596003,0.3025,0.842105263157894,0.71,570,400
car_image_114.jpeg,0.333931777378815,0.673076923076923,0.6858168761220821,0.8038461538461531,557,520
car_image_115.jpeg,0.08,0.164444444444444,0.9983333333333331,0.417777777777777,600,450
car_image_116.jpeg,0.191666666666666,0.28,0.87,0.724444444444444,600,450
car_image_117.jpeg,0.26833333333333304,0.257777777777777,0.721666666666666,0.553333333333333,600,450
